1264655,1355974,1427145,1464025
1283585,1328380,1409352,1441766
1457037,1520600,1667092,1666351
1633632,1851095,1963391,1951979
1822745,1800951,1979999,1949471
1731164,1896244,1965254,2050517
2095993,2181371,2256706,
1967728,2068861,2171082,
1835250,1987765,2064592,
1998350,2052928,2150161,
1384031,1456469,1544087,
1465905,1524279,1609275,
