,
165080,165080
85378,85378
101133,101133
152515,152515
54578,54578
72438,72438
58374,58374
71171,71171
80972,80972
146492,146492
112296,112296
179048,179048
69010,69010
75335,75335
102221,102221
76827,76827
97233,97233
87618,87618
84996,84996
36880,75047
32414,85968
-741,178396
-11412,119432
-30528,197044
85263,71511
,
